flow	speed	occupancy	probability
-3.0	50.4	6.0	0.0
-4.0	46.8	3.0	0.0
-8.0	67.2	5.0	0.0
-4.0	53.4	1.0	0.0
-16.0	60.6	1.0	0.0
-3.0	54.6	10.0	0.0
-2.0	57.6	4.0	0.0
-1.0	63.6	7.0	0.0
-14.0	55.8	5.0	0.0
-1.0	63.0	3.0	0.0
-10.0	55.8	2.0	0.0
-10.0	60.6	4.0	0.0
-5.0	60.6	10.0	0.0
-24.0	144.0	0.0	0.0
-5.0	57.0	2.0	0.0
-15.0	69.6	5.0	0.0
39.0	-2.2	32.0	0.0
-10.0	57.0	1.0	0.0
-8.0	144.0	0.0	0.0
-10.0	65.4	5.0	0.0
-6.0	51.6	2.0	0.0
-3.0	50.4	5.0	0.0
-8.0	59.4	4.0	0.0
-5.0	144.0	0.0	0.0
-12.0	54.0	1.0	0.0
-4.0	141.3	0.0	0.0
-1.0	60.6	4.0	0.0
-17.0	59.4	3.0	0.0
-7.0	65.4	5.0	0.0
-1.0	59.4	1.0	0.0
-8.0	176.9	0.0	0.0
-18.0	55.8	9.0	0.0
-7.0	144.0	0.0	0.0
-6.0	50.4	3.0	0.0
-3.0	144.0	0.0	0.0
-1.0	55.8	1.0	0.0
-7.0	144.0	0.0	0.0
-11.0	60.6	2.0	0.0
-9.0	63.0	6.0	0.0
-2.0	144.0	0.0	0.0
-7.0	61.2	4.0	0.0
-3.0	57.0	7.0	0.0
-4.0	58.2	6.0	0.0
-6.0	52.8	19.0	0.0
-9.0	57.0	12.0	0.0
-1.0	54.6	1.0	0.0
-6.0	63.6	3.0	0.0
-10.0	144.0	0.0	0.0
-3.0	55.8	16.0	0.0
-7.0	68.4	3.0	0.0
-2.0	64.0	1.0	0.0
-2.0	42.6	1.0	0.0
-23.0	52.8	1.0	0.0
-18.0	62.4	5.0	0.0
-7.0	50.4	22.0	0.0
-15.0	63.6	1.0	0.0
-16.0	144.0	0.0	0.0
-7.0	61.8	1.0	0.0
-1.0	57.0	1.0	0.0
-2.0	34.8	1.0	0.0
-3.0	57.6	1.0	0.0
-3.0	57.0	16.0	0.0
-9.0	53.4	3.0	0.0
-8.0	51.0	19.0	0.0
-10.0	51.6	1.0	0.0
-8.0	58.8	6.0	0.0
-12.0	53.4	1.0	0.0
-3.0	69.0	1.0	0.0
-7.0	46.8	1.0	0.0
-3.0	58.8	8.0	0.0
-15.0	58.8	3.0	0.0
-1.0	48.6	7.0	0.0
-12.0	52.2	4.0	0.0
-3.0	43.8	1.0	0.0
16.0	-5.6	76.0	0.0
22.0	-0.1	60.0	0.0
-10.0	144.0	0.0	0.0
-15.0	63.6	6.0	0.0
-9.0	54.0	1.0	0.0
-1.0	55.2	16.0	0.0
-2.0	57.6	4.0	0.0
-10.0	67.2	2.0	0.0
-2.0	57.6	1.0	0.0
-1.0	49.8	6.0	0.0
-21.0	52.2	1.0	0.0
-8.0	144.0	0.0	0.0
-15.0	46.8	1.0	0.0
-8.0	50.4	1.0	0.0
-7.0	49.8	5.0	0.0
-12.0	58.2	2.0	0.0
-22.0	144.0	0.0	0.0
-7.0	51.0	5.0	0.0
-4.0	55.2	3.0	0.0
-21.0	58.8	6.0	0.0
-8.0	59.4	4.0	0.0
-17.0	46.2	7.0	0.0
-2.0	144.0	0.0	0.0
-15.0	46.8	1.0	0.0
32.0	-3.3	45.0	0.0
-8.0	50.4	3.0	0.0
-4.0	62.4	3.0	0.0
-10.0	61.2	3.0	0.0
-9.0	57.0	2.0	0.0
-3.0	64.2	2.0	0.0
-11.0	144.0	0.0	0.0
-7.0	50.4	5.0	0.0
23.0	-9.7	57.0	0.0
-8.0	62.4	3.0	0.0
-13.0	54.6	1.0	0.0
-6.0	54.6	6.0	0.0
-5.0	60.0	3.0	0.0
-9.0	72.0	6.0	0.0
-15.0	49.2	13.0	0.0
31.0	-0.9	27.0	0.0
-18.0	55.8	1.0	0.0
-14.0	52.2	1.0	0.0
-10.0	53.4	1.0	0.0
-1.0	57.6	1.0	0.0
-17.0	66.6	1.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	147.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	145.6	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	147.4	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	137.7	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	131.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	1.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	1.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
-1.0	55.302036088	1.0	0.0
-5.0	60.894376816000005	3.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
-19.0	67.729459928	5.0	0.0
-16.0	47.845581784	18.0	0.0
-6.0	57.41655132	3.0	0.0
-9.0	62.1371192	1.0	0.0
28.0	-9.480235432	44.0	0.0
31.0	-15.193947352	57.0	0.0
-7.0	65.865346352	8.0	0.0
-1.0	65.24397516	2.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
-14.0	77.050027808	4.0	0.0
22.0	-8.551204968	51.0	0.0
-10.0	60.894376816000005	3.0	0.0
-5.0	65.865346352	1.0	0.0
26.0	-6.758060928	62.0	0.0
-11.0	62.1371192	2.0	0.0
31.0	-7.608462584	57.0	0.0
-18.0	77.050027808	4.0	0.0
36.0	-13.665720199999999	45.0	0.0
-8.0	64.622603968	1.0	0.0
-16.0	63.379861584	4.0	0.0
9.0	-11.19314404	75.0	0.0
-12.0	52.195180128000004	2.0	0.0
-3.0	73.943171848	8.0	0.0
-12.0	67.729459928	2.0	0.0
-17.0	62.758490392	1.0	0.0
-8.0	64.00123277600001	1.0	0.0
-23.0	49.70969536	1.0	0.0
-1.0	61.972202312	8.0	0.0
-4.0	62.1371192	8.0	0.0
-21.0	57.166149663999995	3.0	0.0
-3.0	61.515748008	1.0	0.0
-4.0	56.398393376	45.0	0.0
-7.0	62.758490392	12.0	0.0
-2.0	57.787520856	7.0	0.0
-6.0	16.392340728	68.0	0.0
38.0	-30.101606624000002	42.0	0.0
-14.0	57.166149663999995	2.0	0.0
-11.0	60.273005624	1.0	0.0
28.0	-0.325387752	31.0	0.0
-1.0	57.787520856	6.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	129.2	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	75.6	2.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	123.0	0.0	0.0
0.0	146.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	164.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	1.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	57.0	1.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	60.0	18.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	51.6	2.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	137.5	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	159.7	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	52.8	1.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	172.8	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.3	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	134.1	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	160.5	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	124.6	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	131.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	51.6	5.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	166.1	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	58.8	1.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
0.0	144.0	0.0	0.0
-6.0	71.4	8.0	0.0
-8.0	60.0	3.0	0.0
-5.0	58.8	4.0	0.0
-4.0	51.0	10.0	0.0
-4.0	54.0	3.0	0.0
-7.0	54.0	2.0	0.0
-17.0	61.2	2.0	0.0
-6.0	67.2	10.0	0.0
-8.0	70.2	4.0	0.0
-18.0	144.0	0.0	0.0
-2.0	48.0	5.0	0.0
-8.0	54.6	1.0	0.0
-13.0	66.0	3.0	0.0
23.0	-12.7	54.0	0.0
-13.0	51.0	8.0	0.0
-9.0	41.5	2.0	0.0
-14.0	55.2	3.0	0.0
-17.0	59.4	8.0	0.0
-14.0	49.8	3.0	0.0
-3.0	144.0	0.0	0.0
-3.0	58.2	1.0	0.0
-6.0	54.6	8.0	0.0
-3.0	54.059293704	1.0	0.0
-6.0	51.0	1.0	0.0
-1.0	57.6	2.0	0.0
-1.0	64.8	9.0	0.0
18.0	-1.5	74.0	0.0
-27.0	160.3	0.0	0.0
-4.0	144.0	0.0	0.0
16.0	-28.5	69.0	0.0
-1.0	48.6	3.0	0.0
-13.0	55.8	2.0	0.0
-6.0	46.8	4.0	0.0
-20.0	64.8	3.0	0.0
-11.0	65.4	1.0	0.0
-11.0	57.6	3.0	0.0
-10.0	54.6	7.0	0.0
-12.0	58.8	4.0	0.0
-7.0	48.0	3.0	0.0
-11.0	69.0	2.0	0.0
-3.0	58.8	1.0	0.0
-5.0	60.6	3.0	0.0
26.0	-10.9	23.0	0.0
-5.0	57.0	2.0	0.0
-13.0	57.0	1.0	0.0
-8.0	79.9	8.0	0.0
-3.0	61.2	13.0	0.0
-5.0	56.4	6.0	0.0
-4.0	67.8	5.0	0.0
-2.0	58.2	2.0	0.0
-1.0	4.2	69.0	0.0
-5.0	57.0	5.0	0.0
-4.0	144.0	0.0	0.0
-2.0	32.4	15.0	0.0
-7.0	61.2	9.0	0.0
-12.0	63.6	4.0	0.0
-20.0	61.8	7.0	0.0
-6.0	67.2	3.0	0.0
-26.0	53.4	1.0	0.0
-5.0	70.2	1.0	0.0
-5.0	51.6	1.0	0.0
-4.0	55.8	5.0	0.0
-9.0	144.0	0.0	0.0
-12.0	61.8	6.0	0.0
25.0	-19.7	63.0	0.0
-2.0	65.4	9.0	0.0
-5.0	56.4	1.0	0.0
-4.0	53.4	1.0	0.0
-1.0	144.0	0.0	0.0
-13.0	58.2	2.0	0.0
-2.0	48.6	7.0	0.0
-12.0	66.0	6.0	0.0
-1.0	63.6	5.0	0.0
-9.0	51.6	3.0	0.0
-19.0	144.0	0.0	0.0
-7.0	49.8	5.0	0.0
-10.0	58.2	10.0	0.0
-14.0	144.0	0.0	0.0
-6.0	55.2	8.0	0.0
-18.0	54.6	2.0	0.0
-11.0	55.8	9.0	0.0
-4.0	60.6	2.0	0.0
-1.0	49.2	2.0	0.0
-6.0	58.2	1.0	0.0
-4.0	63.0	2.0	0.0
-6.0	56.4	3.0	0.0
-8.0	54.6	4.0	0.0
-19.0	69.0	1.0	0.0
-28.0	144.0	0.0	0.0
-1.0	63.6	3.0	0.0
-13.0	49.8	1.0	0.0
-12.0	57.0	2.0	0.0
-14.0	65.4	3.0	0.0
-1.0	61.8	4.0	0.0
-7.0	61.2	2.0	0.0
-10.0	74.4	6.0	0.0
-1.0	56.4	2.0	0.0
-10.0	61.2	4.0	0.0
-5.0	14.7	36.0	0.0
-2.0	56.4	15.0	0.0
-9.0	59.4	12.0	0.0
-28.0	64.2	2.0	0.0
