flow	speed	occupancy	probability
0	-18.9	0	0
0	-6.6	0	0
0	-2.1	0	0
0	-21	0	0
-6	0	0	0
1	-28.1	0	0
0	-9	0	0
-3	0	0	0
0	-0.8	0	0
-3	0	0	0
0	-20.7	0	0
-15	0	0	0
0	-12.2	0	0
0	-23.5	0	0
-4	0	0	0
0	-1.5	0	0
11	-3.3	0	0
5	-25.4	0	0
8	-28.3	0	0
0	-15.8	0	0
-5	0	0	0
0	-23.2	0	0
-15	0	0	0
15	-13.1	0	0
-15	0	0	0
0	-23.4	0	0
1	-5.5	0	0
-26	0	0	0
3	-24.2	0	0
0	-26.7	0	0
-26	0	0	0
0	-13.3	0	0
-1	-21.4	0	0
21	-4.8	0	0
2	-17.3	0	0
-12	0	0	0
-5	0	0	0
-2	0	0	0
0	-18	0	0
-5	0	0	0
14	-29.6	0	0
-5	0	0	0
9	-1.4	0	0
0	-0.6	0	0
-5	0	0	0
0	-14.3	0	0
6	-18.6	0	0
-11	0	0	0
0	-11.3	0	0
0	-5.2	0	0
-5	0	0	0
0	-8.5	0	0
0	-20	0	0
16	-6.3	0	0
-7	0	0	0
-25	0	0	0
-3	0	0	0
0	-3.2	0	0
-8	0	0	0
15	-20.2	0	0
0	-15.4	0	0
0	-18.9	0	0
0	-24.4	0	0
0	-8.4	0	0
-19	0	0	0
0	-6.8	0	0
15	-7.1	0	0
-3	0	0	0
0	-17.4	0	0
-5	0	0	0
0	-13.1	0	0
0	-19.9	0	0
8	-41.7	0	0
-10	0	0	0
0	-0.7	0	0
0	-14.8	0	0
-3	0	0	0
0	-20.3	0	0
-13	0	0	0
-6	20.7	0	0
0	-18.9	0	0
0	-5.4	0	0
0	-1.8	0	0
16	-18.8	0	0
15	-3	0	0
-4	0	0	0
-20	0	0	0
0	-43.6	0	0
-12	0	0	0
0	-8	0	0
-10	0	0	0
-20	0	0	0
0	-27.7	0	0
-11	-9.8	0	0
0	-13.7	0	0
0	-0.6	0	0
-18	0	0	0
0	-0.3	0	0
0	-17.2	0	0
8	-9.5	0	0
-28	0	0	0
-7	0	0	0
0	-0.4	0	0
-7	0	0	0
-21	0	0	0
0	-17	0	0
0	-8.6	0	0
0	-8.6	0	0
3	-12	0	0
0	-12.9	0	0
-12	0	0	0
-2	0	0	0
-15	0	0	0
-11	0	0	0
-8	0	0	0
0	-4.6	0	0
0	-45.3	0	0
0	-1.4	0	0
-5	0	0	0
-15	0	0	0
6	-38.7	0	0
3	-19	0	0
-2	0	0	0
-9	0	0	0
0	-10.4	0	0
4	-13.5	0	0
0	-6.9	0	0
-4	0	0	0
0	-14	0	0
-3	0	0	0
-12	0	0	0
8	-7.2	0	0
-5	0	0	0
-5	0	0	0
0	-12.1	0	0
0	-6.8	0	0
-1	0	0	0
-3	0	0	0
0	-2.7	0	0
0	-8.9	0	0
29	-24.2	0	0
0	-17.8	0	0
0	-13.8	0	0
7	-42.6	0	0
8	-0.8	0	0
0	-21.6	0	0
0	-9.2	0	0
0	-5.7	0	0
0	-9.2	0	0
0	-13.5	0	0
0	-11.1	0	0
14	-9.1	0	0
20	-12	0	0
-5	0	0	0
-31	0	0	0
-15	0	0	0
0	-17.9	0	0
-7	0	0	0
0	-6.6	0	0
0	-29.3	0	0
-3	0	0	0
-11	0	0	0
-3	0	0	0
0	-22.8	0	0
-1	0	0	0
0	-6.6	0	0
0	-10.2	0	0
0	-25.6	0	0
12	-19	0	0
0	-9.2	0	0
0	-22.5	0	0
-18	0	0	0
0	-3.7	0	0
0	-4.1	0	0
-2	0	0	0
-10	0	0	0
0	-18.1	0	0
-15	0	0	0
13	-8.8	0	0
0	-21.7	0	0
-12	0	0	0
-4	0	0	0
0	-15.4	0	0
0	-4.2	0	0
-7	0	0	0
0	-7.3	0	0
-1	0	0	0
0	54	0	0
0	72	0	0
0	68	0	0
0	21	0	0
0	56	0	0
0	72	0	0
0	59	0	0
0	72	0	0
0	65	0	0
0	43	0	0
0	32	0	0
0	65	0	0
0	21	0	0
0	59	0	0
0	21	0	0
0	68	0	0
0	59	0	0
0	65	0	0
0	68	0	0
0	32	0	0
0	65	0	0
0	21	0	0
0	62	0	0
0	59	0	0
0	65	0	0
0	62	0	0
0	59	0	0
0	59	0	0
0	59	0	0
0	64	0	0
0	53	0	0
0	59	0	0
0	65	0	0
0	86	0	0
0	54	0	0
0	65	0	0
0	59	0	0
0	65	0	0
0	59	0	0
0	65	0	0
0	59	0	0
0	59	0	0
0	72	0	0
0	43	0	0
0	77	0	0
0	64	0	0
0	65	0	0
0	62	0	0
0	68	0	0
0	68	0	0
0	81	0	0
0	77	0	0
0	59	0	0
0	61	0	0
0	62	0	0
0	59	0	0
0	40	0	0
0	62	0	0
0	62	0	0
0	61	0	0
0	65	0	0
0	62	0	0
0	65	0	0
0	72	0	0
0	65	0	0
0	68	0	0
0	72	0	0
0	72	0	0
0	62	0	0
0	59	0	0
0	65	0	0
0	54	0	0
0	40	0	0
0	65	0	0
0	65	0	0
0	40	0	0
0	110	0	0
0	65	0	0
0	65	0	0
0	59	0	0
0	68	0	0
0	62	0	0
0	72	0	0
0	61	0	0
0	65	0	0
0	72	0	0
0	20	0	0
0	62	0	0
0	32	0	0
0	21	0	0
0	68	0	0
0	65	0	0
0	59	0	0
0	65	0	0
0	62	0	0
0	62	0	0
0	65	0	0
0	54	0	0
0	67	0	0
0	72	0	0
0	59	0	0
0	4	0	0
0	62	0	0
0	72	0	0
0	81	0	0
0	81	0	0
0	62	0	0
0	2	0	0
0	11	0	0
0	15	0	0
0	1	0	0
0	19	0	0
0	8	0	0
0	3	0	0
0	11	0	0
0	6	0	0
0	10	0	0
0	12	0	0
0	4	0	0
0	3	0	0
0	59	0	0
0	62	0	0
0	21	0	0
0	62	0	0
0	65	0	0
0	72	0	0
0	33	0	0
0	11	0	0
0	14	0	0
0	2	0	0
0	62	0	0
0	72	0	0
0	65	0	0
0	65	0	0
0	54	0	0
0	59	0	0
0	59	0	0
0	65	0	0
0	72	0	0
0	41	0	0
0	59	0	0
0	63	3	0
0	72	0	0
0	65	0	0
0	66	0	0
0	65	0	0
0	19	0	0
0	1	0	0
0	4	0	0
0	8	0	0
0	8	0	0
0	25	0	0
0	5	0	0
0	31	0	0
0	6	0	0
0	50	0	0
0	17	0	0
0	8	0	0
0	8	0	0
0	5	0	0
0	65	0	0
0	65	0	0
0	54	0	0
0	72	0	0
0	65	0	0
0	72	0	0
0	68	0	0
0	65	0	0
0	72	0	0
0	59	0	0
0	10	0	0
0	65	0	0
0	27	0	0
0	54	0	0
0	68	0	0
0	62	0	0
0	59	0	0
0	68	0	0
0	59	0	0
0	72	0	0
0	65	0	0
0	64	0	0
0	59	0	0
0	43	0	0
0	72	0	0
0	65	0	0
0	72	0	0
0	72	0	0
0	21	0	0
0	72	0	0
0	65	0	0
0	21	0	0
0	59	0	0
0	59	0	0
0	65	0	0
0	81	0	0
0	75	0	0
0	72	0	0
0	21	0	0
0	43	0	0
0	62	0	0
0	72	0	0
0	59	0	0
0	65	0	0
0	81	0	0
0	65	0	0
0	65	0	0
0	54	0	0
0	59	0	0
0	72	0	0
0	72	0	0
0	43	0	0
0	59	0	0
0	67	0	0
0	59	0	0
0	65	0	0
0	65	0	0
0	62	0	0
0	57	0	0
0	68	0	0
0	81	0	0
0	59	0	0
0	65	0	0
0	72	0	0
0	65	0	0
0	68	0	0
0	20	0	0
0	61	0	0
0	75	0	0
0	62	0	0
0	59	0	0
0	30	0	0
0	72	0	0
0	70	0	0
0	65	0	0
0	65	0	0
0	68	0	0
0	59	0	0
0	59	0	0
0	59	0	0
0	59	0	0
0	80	0	0
0	59	0	0
0	54	0	0
0	54	0	0
0	59	0	0
0	65	0	0
0	77	0	0
0	72	0	0
0	68	0	0
0	63	0	0
0	68	0	0
0	72	0	0
0	62	0	0
0	72	0	0
0	65	0	0
0	81	0	0
0	51	0	0
0	65	0	0
0	72	0	0
0	20	0	0
0	61	0	0
0	72	0	0
0	72	0	0
0	77	0	0
0	65	0	0
0	72	0	0
0	59	0	0
0	63	0	0
0	72	0	0
0	51	0	0
0	67	0	0
0	59	0	0
0	68	0	0
0	67	0	0
0	72	0	0
0	62	0	0
0	59	0	0
0	72	0	0
0	65	0	0
0	40	0	0
0	20	0	0
0	67	0	0
0	65	0	0
0	65	0	0
0	59	0	0
0	54	0	0
0	65	0	0
0	89	0	0
0	65	0	0
0	59	0	0
0	65	0	0
0	62	0	0
0	62	0	0
0	78	0	0
0	59	0	0
0	62	0	0
0	65	0	0
0	62	0	0
0	65	0	0
0	68	0	0
0	61	0	0
0	72	0	0
0	59	0	0
0	72	0	0
0	65	0	0
0	65	0	0
0	59	0	0
0	65	0	0
0	65	0	0
0	20	0	0
0	65	0	0
0	72	0	0
0	65	0	0
0	20	0	0
0	65	0	0
0	30	0	0
0	65	0	0
0	65	0	0
0	65	0	0
0	59	0	0
0	63	0	0
0	65	0	0
0	30	0	0
0	77	0	0
0	59	0	0
0	54	0	0
0	77	0	0
0	20	0	0
0	81	0	0
0	65	0	0
0	40	0	0
0	65	0	0
0	61	0	0
0	72	0	0
0	68	0	0
0	72	0	0
0	62	0	0
0	40	0	0
0	62	0	0
0	72	0	0
0	75	0	0
0	30	0	0
0	62	0	0
0	81	0	0
0	65	0	0
0	40	0	0
0	54	0	0
0	13	0	0
0	20	0	0
0	59	0	0
0	67	0	0
0	81	0	0
0	65	0	0
0	59	0	0
0	40	0	0
0	72	0	0
0	65	0	0
0	59	0	0
0	40	0	0
0	65	0	0
0	59	0	0
0	62	0	0
0	25	0	0
0	30	0	0
0	65	0	0
0	72	0	0
0	68	0	0
0	65	0	0
0	65	0	0
0	59	0	0
0	68	0	0
0	62	0	0
0	65	0	0
0	67	0	0
0	32	0	0
0	59	0	0
0	54	0	0
0	72	0	0
0	40	0	0
0	72	0	0
0	56	0	0
0	62	0	0
0	65	0	0
0	35	0	0
0	68	0	0
0	65	0	0
0	68	0	0
0	65	0	0
0	62	0	0
0	68	0	0
0	68	0	0
0	59	0	0
0	81	0	0
0	59	0	0
0	65	0	0
0	65	0	0
0	68	0	0
0	59	0	0
0	62	0	0
0	70	0	0
0	72	0	0
0	65	0	0
0	65	0	0
0	61	0	0
0	72	0	0
0	65	0	0
0	65	0	0
0	30	0	0
0	94	0	0
0	72	0	0
0	65	0	0
0	72	0	0
0	59	0	0
0	81	0	0
0	62	0	0
0	68	0	0
0	65	0	0
0	59	0	0
0	20	0	0
0	65	0	0
0	65	0	0
0	59	0	0
0	30	0	0
0	20	0	0
0	72	0	0
0	59	0	0
0	68	0	0
0	65	0	0
0	72	0	0
0	54	0	0
0	62	0	0
0	65	0	0
0	72	0	0
0	65	0	0
0	67	0	0
0	68	0	0
0	65	0	0
0	70	0	0
0	62	0	0
0	66	0	0
0	77	0	0
0	65	0	0
0	65	0	0
0	72	0	0
0	65	0	0
0	72	0	0
0	65	0	0
0	62	0	0
0	54	0	0
0	54	0	0
0	56	0	0
0	65	0	0
0	62	0	0
0	65	0	0
0	65	0	0
0	65	0	0
0	59	0	0
0	50	0	0
0	68	0	0
0	65	0	0
0	68	0	0
0	65	0	0
0	62	0	0
0	59	0	0
0	65	0	0
0	65	0	0
0	60	0	0
0	62	0	0
0	67	0	0
0	59	0	0
0	54	0	0
0	72	0	0
0	59	0	0
0	68	0	0
0	65	0	0
0	68	0	0
0	45	0	0
0	65	0	0
0	72	0	0
0	65	0	0
0	65	0	0
0	65	0	0
0	59	0	0
0	72	0	0
0	65	0	0
0	65	0	0
0	65	0	0
0	67	0	0
0	59	0	0
0	65	0	0
0	65	0	0
0	65	0	0
0	61	0	0
0	68	0	0
0	81	0	0
0	65	0	0
0	72	0	0
0	65	0	0
0	59	0	0
0	62	0	0
0	65	0	0
0	72	0	0
0	65	0	0
0	59	0	0
0	72	0	0
0	72	0	0
0	67	0	0
0	65	0	0
0	65	0	0
0	68	0	0
0	65	0	0
0	63	0	0
0	65	0	0
0	65	0	0
0	72	0	0
0	65	0	0
0	65	0	0
0	57	0	0
0	56	0	0
0	62	0	0
0	59	0	0
0	59	0	0
0	59	0	0
0	65	0	0
0	62	0	0
0	88	0	0
0	59	0	0
0	65	0	0
0	65	0	0
0	68	0	0
0	65	0	0
0	54	0	0
0	62	0	0
0	54	0	0
0	69	0	0
0	59	0	0
0	65	0	0
0	65	0	0
0	50	0	0
0	65	0	0
0	65	0	0
0	72	0	0
0	65	0	0
0	65	0	0
0	59	0	0
0	65	0	0
0	65	0	0
0	65	0	0
0	59	0	0
0	65	0	0
0	50	0	0
0	72	0	0
0	62	0	0
0	68	0	0
0	65	0	0
0	65	0	0
0	59	0	0
0	65	0	0
0	59	0	0
0	62	0	0
0	56	0	0
0	81	0	0
0	65	0	0
0	65	0	0
0	65	0	0
0	59	0	0
0	68	0	0
0	65	0	0
0	62	0	0
0	59	0	0
0	54	0	0
0	65	0	0
0	59	0	0
0	65	0	0
0	72	0	0
0	59	0	0
0	59	0	0
0	56	0	0
0	67	0	0
0	65	0	0
0	75	0	0
0	72	0	0
0	65	0	0
0	65	0	0
0	21	0	0
0	45	0	0
0	21	0	0
0	21	0	0
0	70	0	0
0	54	0	0
0	65	0	0
0	36	0	0
0	28	0	0
0	45	0	0
0	40	0	0
0	33	0	0
0	27	0	0
0	34	0	0
0	65	0	0
0	59	0	0
0	59	0	0
0	65	0	0
0	72	0	0
0	72	0	0
0	59	0	0
0	59	0	0
0	72	0	0
0	59	0	0
0	62	0	0
0	65	0	0
0	65	0	0
0	65	0	0
0	77	0	0
0	72	0	0
0	62	0	0
0	63	0	0
0	72	0	0
0	72	0	0
0	59	0	0
0	68	0	0
0	59	0	0
0	62	0	0
0	65	0	0
0	54	0	0
0	77	0	0
0	65	0	0
0	65	0	0
0	40	0	0
0	31	0	0
0	43	0	0
0	54	0	0
0	59	0	0
0	93	0	0
0	65	0	0
0	62	0	0
0	40	0	0
0	65	0	0
0	54	0	0
0	72	0	0
0	72	0	0
0	70	0	0
0	65	0	0
0	68	0	0
0	62	0	0
0	77	0	0
0	65	0	0
0	59	0	0
0	65	0	0
0	72	0	0
0	82	0	0
0	65	0	0
0	65	0	0
0	65	0	0
0	62	0	0
0	65	0	0
0	72	0	0
0	72	0	0
0	65	0	0
0	59	0	0
0	70	0	0
0	54	0	0
0	59	0	0
0	65	0	0
0	59	0	0
0	65	0	0
0	62	0	0
0	72	0	0
0	60	0	0
0	65	0	0
0	72	0	0
0	59	0	0
0	65	0	0
0	72	0	0
0	65	0	0
0	65	0	0
0	72	0	0
0	72	0	0
0	65	0	0
0	62	0	0
0	70	0	0
0	65	0	0
0	72	0	0
0	62	0	0
0	59	0	0
0	65	0	0
0	68	0	0
0	62	0	0
0	59	0	0
0	64	0	0
0	72	0	0
0	59	0	0
0	15	0	0
0	11	0	0
0	8	0	0
0	14	0	0
0	13	0	0
0	5	0	0
0	14	0	0
0	1	0	0
0	25	0	0
0	7	0	0
0	30	0	0
0	6	0	0
0	9	0	0
0	11	0	0
0	31	0	0
0	2	0	0
0	5	0	0
0	2	0	0
0	3	0	0
0	10	0	0
0	8	0	0
0	4	0	0
0	3	0	0
0	15	0	0
0	13	0	0
0	12	0	0
0	59	0	0
0	72	0	0
0	50	0	0
0	68	0	0
0	65	0	0
0	59	0	0
0	65	0	0
0	67	0	0
0	62	0	0
0	68	0	0
0	63	0	0
0	81	0	0
0	65	0	0
0	72	0	0
0	56	0	0
0	65	0	0
0	65	0	0
0	65	0	0
0	59	0	0
0	59	0	0
0	65	0	0
0	65	0	0
0	59	0	0
0	68	0	0
0	65	0	0
0	72	0	0
0	72	0	0
0	62	0	0
0	65	0	0
0	59	0	0
0	65	0	0
0	65	0	0
0	56	0	0
0	65	0	0
0	59	0	0
0	68	0	0
0	68	0	0
0	65	0	0
0	68	0	0
0	59	0	0
0	49	0	0
0	65	0	0
0	72	0	0
0	50	0	0
0	81	0	0
0	62	0	0
0	62	0	0
0	59	0	0
0	65	0	0
0	61	0	0
0	72	0	0
0	81	0	0
0	65	0	0
0	65	0	0
0	59	0	0
0	72	0	0
0	59	0	0
0	72	0	0
0	72	0	0
0	72	0	0
0	68	0	0
0	59	0	0
0	65	0	0
0	65	0	0
0	72	0	0
0	65	0	0
0	72	0	0
0	65	0	0
0	65	0	0
0	68	0	0
0	59	0	0
0	65	0	0
0	63	0	0
0	65	0	0
0	62	0	0
0	62	0	0
0	72	0	0
0	59	0	0
0	72	0	0
0	72	0	0
0	65	0	0
0	72	0	0
0	65	0	0
0	65	0	0
0	40	0	0
0	59	0	0
0	62	0	0
0	65	0	0
0	65	0	0
0	62	0	0
0	65	0	0
0	68	0	0
0	65	0	0
0	59	0	0
0	59	0	0
0	65	0	0
0	72	0	0
0	65	0	0
0	59	0	0
0	72	0	0
0	68	0	0
0	72	0	0
0	68	0	0
0	72	0	0
0	54	0	0
0	63	0	0
0	65	0	0
0	88	0	0
0	59	0	0
0	68	0	0
0	65	0	0
0	65	0	0
0	65	0	0
0	72	0	0
0	72	0	0
0	59	0	0
0	59	0	0
0	65	0	0
0	68	0	0
0	62	0	0
0	62	0	0
0	62	0	0
0	72	0	0
0	59	0	0
0	59	0	0
0	72	0	0
0	65	0	0
0	65	0	0
0	72	0	0
0	65	0	0
0	65	0	0
0	62	0	0
0	77	0	0
1	-25.5	0	0
-3	-10.4	0	0
0	-10.4	0	0
0	-9.3	0	0
-24	0	0	0
-19	0	0	0
-4	0	0	0
-4	0	0	0
0	-3.1	0	0
0	-0.8	0	0
-2	0	0	0
5	-3.6	0	0
0	-13.1	0	0
0	-15.1	0	0
0	-1.8	0	0
-27	0	0	0
0	-11.2	0	0
-13	0	0	0
-22	0	0	0
-21	0	0	0
6	-1.9	0	0
0	-22.9	0	0
2	-2.9	0	0
0	-10.2	0	0
-32	0	0	0
-8	0	0	0
-4	0	0	0
0	-2.5	0	0
-3	0	0	0
-11	0	0	0
0	-15.2	0	0
-6	0	0	0
-3	0	0	0
0	-4.2	0	0
0	-0.6	0	0
-4	0	0	0
0	-22.5	0	0
-2	0	0	0
0	-6.8	0	0
0	-24.4	0	0
-5	0	0	0
-5	0	0	0
0	-14	0	0
-12	0	0	0
0	-24.5	0	0
0	-0.7	0	0
0	-33.2	0	0
0	-13.5	0	0
2	-7.8	0	0
-5	0	0	0
-4	0	0	0
-3	0	0	0
-16	0	0	0
-1	0	0	0
0	-26.7	0	0
0	-12.1	0	0
0	-3.1	0	0
0	-0.8	0	0
0	-12.8	0	0
-31	0	0	0
15	-3.7	0	0
-6	0	0	0
0	-23.6	0	0
-8	0	0	0
-16	0	0	0
0	-14.6	0	0
-3	0	0	0
22	-31.5	0	0
5	-7.8	0	0
-9	0	0	0
-8	0	0	0
0	-5.6	0	0
0	-6.9	0	0
-20	0	0	0
-27	0	0	0
-14	0	0	0
-12	0	0	0
7	-1.1	0	0
0	-1.7	0	0
14	-34	0	0
-31	0	0	0
0	-15.2	0	0
0	-6.3	0	0
-3	0	0	0
-4	0	0	0
-10	0	0	0
-17	0	0	0
-13	0	0	0
23	-16.8	0	0
-12	0	0	0
-2	0	0	0
-7	0	0	0
-10	0	0	0
-11	0	0	0
-6	0	0	0
-14	0	0	0
0	-18.5	0	0
0	-5.8	0	0
5	-7.2	0	0
0	-3.9	0	0
-4	0	0	0
2	-1.2	0	0
-15	0	0	0
-3	0	0	0
0	-1	0	0
0	-29.6	0	0
0	-10	0	0
-10	62	3	0
-7	0	0	0
-19	0	0	0
-11	30	2	0
-2	68	3	0
0	-1.3	0	0
-2	47	3	0
0	-18	0	0
0	-8	0	0
1	-7	0	0
-6	68	0	0
-7	61	1	0
-13	60	3	0
2	-12.2	0	0
-1	60	2	0
-3	63	1	0
-14	0	0	0
-3	0	0	0
-8	72	1	0
1	-10.3	0	0
-13	34	3	0
-1	65	0	0
-3	55	4	0
-2	0	0	0
-1	68	3	0
0	-19.5	0	0
-5	68	0	0
-8	66	7	0
-1	12	13	0
-10	68	1	0
-2	0	0	0
-16	0	0	0
-8	62	0	0
-3	59	8	0
0	-12	0	0
-6	49	5	0
1	-3	0	0
-13	65	0	0
-2	62	3	0
-3	20	1	0
1	-5	1	0
-17	62	0	0
-11	67	0	0
-19	51	2	0
-8	0	0	0
-26	66	3	0
-3	63	7	0
-10	66	3	0
-11	0	0	0
-6	66	2	0
-15	0	0	0
-11	70	1	0
-3	62	2	0
-4	67	1	0
-1	80	1	0
-3	81	1	0
-2	0	0	0
-15	0	0	0
-9	62	0	0
-1	65	4	0
-20	65	0	0
-6	39	5	0
-4	69	2	0
-9	62	0	0
-7	60	3	0
-12	-21.7	0	0
-11	0	0	0
-9	0	0	0
23	-12.6	0	0
0	-6.7	0	0
0	-6.8	0	0
0	-3.8	0	0
0	-27.2	0	0
-2	0	0	0
0	-17.4	0	0
0	-5.7	0	0
-2	0	0	0
-18	0	0	0
-8	0	0	0
-1	53	4	0
-19	62	0	0
-5	61	1	0
2	-19.7	0	0
-15	54.5	3	0
-5	64	4	0
-22	59	2	0
-3	51	2	0
-2	46	3	0
-2	61	2	0
8	-4.8	4	0
-2	36	5	0
-12	55	4	0
-3	60	6	0
-3	70	2	0
-8	63	7	0
-27	61	1	0
-4	0	0	0
-9	51	2	0
-2	0	0	0
-11	30	2	0
-2	67	6	0
-6	0	0	0
0	-0.5	0	0
-11	68	0	0
-3	65	5	0
-15	65	2	0
-1	0	0	0
0	-3.1	0	0
-4	0	0	0
-1	0	0	0
0	-4.3	0	0
-7	0	0	0
-7	0	0	0
19	-18.5	0	0
0	-29.1	0	0
13	-3.1	0	0
0	-21	0	0
0	-0.2	0	0
-5	0	0	0
-10	0	0	0
-6	0	0	0
-12	0	0	0
-11	0	0	0
12	-13.4	0	0
0	-8.7	0	0
-13	0	0	0
-1	0	0	0
0	-5.8	0	0
-2	0	0	0
0	-12.4	0	0
0	-23.9	0	0
10	-1.1	0	0
-14	3.7	0	0
-14	0	0	0
-13	0	0	0
0	-21.6	0	0
-5	0	0	0
-15	0	0	0
0	-1.4	0	0
-12	0	0	0
0	-13.1	0	0
0	-39.2	0	0
0	-8.8	0	0
-9	0	0	0
-21	0	0	0
-10	0	0	0
0	-2.1	0	0
0	-14.3	0	0
0	-6.3	0	0
0	-14.6	0	0
0	-2.2	0	0
-39	0	0	0
7	-15.1	0	0
0	-21.3	0	0
-8	0	0	0
0	-6	0	0
-2	13.9	0	0
4	-13.8	0	0
0	-4.2	0	0
8	-16.1	0	0
2	-11.3	0	0
0	-2.2	0	0
0	-18.9	0	0
5	-12.9	0	0
0	-1	0	0
-17	0	0	0
0	-17.1	0	0
-11	0	0	0
-5	0	0	0
0	-1.7	0	0
8	-11.3	0	0
-4	0	0	0
-13	0	0	0
-21	0	0	0
0	-12.4	0	0
0	-21.3	0	0
-23	0	0	0
0	-7.4	0	0
-12	0	0	0
0	-19.5	0	0
-3	0	0	0
-4	0	0	0
-8	0	0	0
0	-2.6	0	0
-12	0	0	0
0	-3.8	0	0
-7	0	0	0
0	-40.8	0	0
-7	0	0	0
-12	0	0	0
-6	0	0	0
-8	0	0	0
0	-15.3	0	0
-11	0	0	0
0	-26.5	0	0
-20	0	0	0
24	-17.5	0	0
-3	0	0	0
-2	0	0	0
0	-7.2	0	0
-17	0	0	0
-5	0	0	0
-10	10.7	0	0
0	-16.6	0	0
9	-26.6	0	0
-8	0	0	0
-2	0	0	0
0	-37.9	0	0
0	-43.1	0	0
-9	0	0	0
9	-20.2	0	0
-3	0	0	0
-21	0	0	0
0	-0.3	0	0
-10	0	0	0
-12	0	0	0
10	-26.6	0	0
-14	0	0	0
-2	0	0	0
4	-9.3	0	0
0	-21.2	0	0
0	-2.2	0	0
0	-23.2	0	0
0	-13.6	0	0
-15	0	0	0
-5	0	0	0
3	-2.4	0	0
-24	0	0	0
-6	0	0	0
-8	0	0	0
0	-8.6	0	0
-8	0	0	0
-8	0	0	0
0	-17.9	0	0
-9	0	0	0
-4	0	0	0
0	-10.7	0	0
-5	0	0	0
-16	0	0	0
0	-17.9	0	0
22	-24	0	0
0	-5.3	0	0
0	-27.5	0	0
-4	0	0	0
-10	0	0	0
-10	0	0	0
-5	0	0	0
-9	0	0	0
0	-1.2	0	0
23	-1.1	0	0
0	-15.6	0	0
0	-25.2	0	0
-2	0	0	0
-4	0	0	0
0	-4.9	0	0
-6	0	0	0
1	-6.9	0	0
0	-2	0	0
0	-1.3	0	0
-5	0	0	0
-1	0	0	0
-19	0	0	0
0	-14.2	0	0
-2	0	0	0
0	-6.1	0	0
-5	0	0	0
0	-25	0	0
4	-3.8	0	0
4	-16.5	0	0
-5	0	0	0
0	-12.1	0	0
0	-5.1	0	0
7	-7	0	0
11	-9.3	0	0
-4	0	0	0
-9	0	0	0
29	-42.2	0	0
5	-5.3	0	0
-12	0	0	0
-9	0	0	0
0	-36	0	0
27	-25.3	0	0
0	-2.1	0	0
-23	0	0	0
0	-27.9	0	0
0	-28	0	0
-7	0	0	0
-16	0	0	0
-7	0	0	0
5	-1.1	0	0
-16	0	0	0
6	-7.9	0	0
-3	0	0	0
0	-0.6	0	0
-9	0	0	0
-3	0	0	0
0	-9.4	0	0
-6	0	0	0
0	-11.9	0	0
0	-11	0	0
0	-14.3	0	0
-5	0	0	0
0	-18.5	0	0
-9	0	0	0
-2	0	0	0
-10	0	0	0
-5	0	0	0
2	-12	0	0
-7	0	0	0
0	-3.1	0	0
0	-29.7	0	0
-15	0	0	0
-8	0	0	0
0	-17.8	0	0
3	-7.1	0	0
-4	0	0	0
-4	0	0	0
-9	0	0	0
1	-5.2	0	0
0	-14	0	0
0	-20	0	0
-20	0	0	0
-10	0	0	0
-12	0	0	0
0	-34	0	0
-10	0	0	0
0	-12	0	0
0	-24	0	0
-2	0	0	0
-4	0	0	0
-14	0	0	0
-10	0	0	0
0	-15	0	0
0	-27	0	0
-9	0	0	0
0	-7	0	0
0	-23	0	0
-1	0	0	0
-8	0	0	0
-17	0	0	0
0	-18	0	0
-17	0	0	0
-8	0	0	0
-4	0	0	0
-1	0	0	0
-19	0	0	0
0	-14	0	0
0	-4	0	0
-17	0	0	0
0	-6	0	0
-21	0	0	0
-1	0	0	0
-13	0	0	0
0	-1	0	0
0	-11	0	0
-11	0	0	0
-30	0	0	0
-8	0	0	0
0	-26	0	0
-6	0	0	0
-3	50	1	0
-2	66	5	0
0	-5	0	0
-23	0	0	0
-19	0	0	0
-2	0	0	0
-2	0	0	0
0	-26	0	0
0	-1	0	0
-21	0	0	0
0	-25	0	0
0	-11	0	0
-23	65	2	0
-1	35	4	0
-2	67	6	0
-2	0	0	0
-8	0	0	0
-9	65	0	0
-1	65	3	0
-18	43	4	0
-3	43	6	0
-12	66	4	0
-2	50	3	0
-3	59	0	0
255	-14	4	0
-7	54	0	0
-21	75	0	0
-5	65	3	0
-15	81	0	0
-13	72	0	0
-2	81	1	0
-1	68	4	0
-7	20	0	0
-5	65	3	0
-13	0	0	0
-6	44	6	0
-5	72	1	0
-9	69	2	0
-3	0	0	0
-9	0	0	0
0	-8	0	0
0	-3	0	0
-2	0	0	0
-1	-11	0	0
-7	0	0	0
-6	0	0	0
-2	0	0	0
-15	0	0	0
0	-20	0	0
0	-22	0	0
-14	0	0	0
0	-22	0	0
-5	0	0	0
0	-9	0	0
-3	0	0	0
9	-4	67	0
-4	43	2	0
-7	65	0	0
0	-13	0	0
0	-8	0	0
0	-10	0	0
0	-20	0	0
-9	15	0	0
0	-16	0	0
0	-7	0	0
-2	68	4	0
-11	64	3	0
-21	65	0	0
-7	65	0	0
-29	65	1	0
-28	61	6	0
-11	63	4	0
-6	65	0	0
-6	0	0	0
0	-17	0	0
-20	72	1	0
-14	72	0	0
-8	67	4	0
-7	63	2	0
-3	65	1	0
-5	60	1	0
-16	72	1	0
255	-16	4	0
